Algorithm,Threshold,Precision,Recall,F1
Goodman,0.4,0.10865074742641778,0.31726092451109916,0.1562942034513014
Goodman,0.3,0.09359764031274476,0.31726092451109916,0.14020544764492662
Goodman,0.2,0.036123054808590405,0.3569035155519647,0.06487242618343093
Goodman,0.1,0.036123054808590405,0.3569035155519647,0.06487242618343093
Hamann,1.0,0.27087556846070243,0.2836035909843328,0.26045053440547244
Hamann,0.9,0.27087556846070243,0.2836035909843328,0.26045053440547244
Hamann,0.8,0.17563510583804254,0.3117964436367822,0.21623069606576054
Hamann,0.7,0.17563510583804254,0.3117964436367822,0.21623069606576054
Hamann,0.6,0.05245709288204425,0.33050676339523016,0.08925433346898992
Hamann,0.5,0.04365615026936165,0.33050676339523016,0.07592540775216221
Hamann,0.4,0.04365615026936165,0.33050676339523016,0.07592540775216221
Hamann,0.3,0.040394247935913105,0.3401113780905707,0.07124548834008644
Hamann,0.2,0.040394247935913105,0.3401113780905707,0.07124548834008644
Hamann,0.1,0.027725490973921473,0.36575307307408855,0.051088628804055757
Hamming,1.0,0.27087556846070243,0.2836035909843328,0.26045053440547244
Hamming,0.9,0.27087556846070243,0.2836035909843328,0.26045053440547244
Hamming,0.8,0.17563510583804254,0.3117964436367822,0.21623069606576054
Hamming,0.7,0.17563510583804254,0.3117964436367822,0.21623069606576054
Hamming,0.6,0.05245709288204425,0.33050676339523016,0.08925433346898992
Hamming,0.5,0.04365615026936165,0.33050676339523016,0.07592540775216221
Hamming,0.4,0.04365615026936165,0.33050676339523016,0.07592540775216221
Hamming,0.3,0.040394247935913105,0.3401113780905707,0.07124548834008644
Hamming,0.2,0.040394247935913105,0.3401113780905707,0.07124548834008644
Hamming,0.1,0.027725490973921473,0.36575307307408855,0.051088628804055757
HarmonicMean,1.0,0.27087556846070243,0.2836035909843328,0.26045053440547244
HarmonicMean,0.9,0.27087556846070243,0.2836035909843328,0.26045053440547244
HarmonicMean,0.8,0.17563510583804254,0.3117964436367822,0.21623069606576054
HarmonicMean,0.7,0.12993243922941952,0.31726092451109916,0.1761229944026259
HarmonicMean,0.6,0.09359764031274476,0.31726092451109916,0.14020544764492662
HarmonicMean,0.5,0.09359764031274476,0.31726092451109916,0.14020544764492662
HarmonicMean,0.4,0.04787168563485539,0.33050676339523016,0.08246198386258578
HarmonicMean,0.3,0.0418905757502045,0.33050676339523016,0.07324601407110234
HarmonicMean,0.2,0.040394247935913105,0.3401113780905707,0.07124548834008644
HarmonicMean,0.1,0.0398450371205178,0.3401113780905707,0.07043173189801623
Jaccard,1.0,0.27087556846070243,0.2836035909843328,0.26045053440547244
Jaccard,0.9,0.27087556846070243,0.2836035909843328,0.26045053440547244
Jaccard,0.8,0.27087556846070243,0.2836035909843328,0.26045053440547244
Jaccard,0.7,0.27087556846070243,0.2836035909843328,0.26045053440547244
Jaccard,0.6,0.27087556846070243,0.2836035909843328,0.26045053440547244
Jaccard,0.5,0.17563510583804254,0.3117964436367822,0.21623069606576054
Jaccard,0.4,0.17563510583804254,0.3117964436367822,0.21623069606576054
Jaccard,0.3,0.12993243922941952,0.31726092451109916,0.1761229944026259
Jaccard,0.2,0.09359764031274476,0.31726092451109916,0.14020544764492662
Jaccard,0.1,0.036123054808590405,0.3569035155519647,0.06487242618343093
Kulczynski1,1.0,0.17563510583804254,0.3117964436367822,0.21623069606576054
Kulczynski1,0.9,0.17563510583804254,0.3117964436367822,0.21623069606576054
Kulczynski1,0.8,0.17563510583804254,0.3117964436367822,0.21623069606576054
Kulczynski1,0.7,0.17563510583804254,0.3117964436367822,0.21623069606576054
Kulczynski1,0.6,0.17563510583804254,0.3117964436367822,0.21623069606576054
Kulczynski1,0.5,0.12993243922941952,0.31726092451109916,0.1761229944026259
Kulczynski1,0.4,0.12993243922941952,0.31726092451109916,0.1761229944026259
Kulczynski1,0.3,0.10865074742641778,0.31726092451109916,0.1562942034513014
Kulczynski1,0.2,0.036123054808590405,0.3569035155519647,0.06487242618343093
Kulczynski1,0.1,0.036123054808590405,0.3569035155519647,0.06487242618343093
Kulczynski2,1.0,0.27087556846070243,0.2836035909843328,0.26045053440547244
Kulczynski2,0.9,0.27087556846070243,0.2836035909843328,0.26045053440547244
Kulczynski2,0.8,0.27087556846070243,0.2836035909843328,0.26045053440547244
Kulczynski2,0.7,0.17563510583804254,0.3117964436367822,0.21623069606576054
Kulczynski2,0.6,0.09359764031274476,0.31726092451109916,0.14020544764492662
Kulczynski2,0.5,0.036123054808590405,0.3569035155519647,0.06487242618343093
Kulczynski2,0.4,0.036123054808590405,0.3569035155519647,0.06487242618343093
Kulczynski2,0.3,0.036123054808590405,0.3569035155519647,0.06487242618343093
Kulczynski2,0.2,0.036123054808590405,0.3569035155519647,0.06487242618343093
Kulczynski2,0.1,0.036123054808590405,0.3569035155519647,0.06487242618343093
M1,1.0,0.17563510583804254,0.3117964436367822,0.21623069606576054
M1,0.9,0.17563510583804254,0.3117964436367822,0.21623069606576054
M1,0.8,0.17563510583804254,0.3117964436367822,0.21623069606576054
M1,0.7,0.17563510583804254,0.3117964436367822,0.21623069606576054
M1,0.6,0.17563510583804254,0.3117964436367822,0.21623069606576054
M1,0.5,0.17563510583804254,0.3117964436367822,0.21623069606576054
M1,0.4,0.05245709288204425,0.33050676339523016,0.08925433346898992
M1,0.3,0.05245709288204425,0.33050676339523016,0.08925433346898992
M1,0.2,0.04365615026936165,0.33050676339523016,0.07592540775216221
M1,0.1,0.040394247935913105,0.3401113780905707,0.07124548834008644
M2,1.0,0.27087556846070243,0.2836035909843328,0.26045053440547244
M2,0.9,0.27087556846070243,0.2836035909843328,0.26045053440547244
M2,0.8,0.17563510583804254,0.3117964436367822,0.21623069606576054
M2,0.7,0.12993243922941952,0.31726092451109916,0.1761229944026259
M2,0.6,0.09359764031274476,0.31726092451109916,0.14020544764492662
M2,0.5,0.036123054808590405,0.3569035155519647,0.06487242618343093
M2,0.4,0.036123054808590405,0.3569035155519647,0.06487242618343093
M2,0.3,0.036123054808590405,0.3569035155519647,0.06487242618343093
M2,0.2,0.036123054808590405,0.3569035155519647,0.06487242618343093
M2,0.1,0.036123054808590405,0.3569035155519647,0.06487242618343093
ochiai,1.0,0.27087556846070243,0.2836035909843328,0.26045053440547244
ochiai,0.9,0.27087556846070243,0.2836035909843328,0.26045053440547244
ochiai,0.8,0.27087556846070243,0.2836035909843328,0.26045053440547244
ochiai,0.7,0.17563510583804254,0.3117964436367822,0.21623069606576054
ochiai,0.6,0.17563510583804254,0.3117964436367822,0.21623069606576054
ochiai,0.5,0.10865074742641778,0.31726092451109916,0.1562942034513014
ochiai,0.4,0.036123054808590405,0.3569035155519647,0.06487242618343093
ochiai,0.3,0.036123054808590405,0.3569035155519647,0.06487242618343093
ochiai,0.2,0.036123054808590405,0.3569035155519647,0.06487242618343093
ochiai,0.1,0.036123054808590405,0.3569035155519647,0.06487242618343093
Ochiai2,1.0,0.27087556846070243,0.2836035909843328,0.26045053440547244
Ochiai2,0.9,0.27087556846070243,0.2836035909843328,0.26045053440547244
Ochiai2,0.8,0.27087556846070243,0.2836035909843328,0.26045053440547244
Ochiai2,0.7,0.27087556846070243,0.2836035909843328,0.26045053440547244
Ochiai2,0.6,0.17563510583804254,0.3117964436367822,0.21623069606576054
Ochiai2,0.5,0.17563510583804254,0.3117964436367822,0.21623069606576054
Ochiai2,0.4,0.12993243922941952,0.31726092451109916,0.1761229944026259
Ochiai2,0.3,0.10865074742641778,0.31726092451109916,0.1562942034513014
Ochiai2,0.2,0.09359764031274476,0.31726092451109916,0.14020544764492662
Ochiai2,0.1,0.09359764031274476,0.31726092451109916,0.14020544764492662
Overlap,1.0,0.036123054808590405,0.3569035155519647,0.06487242618343093
Overlap,0.9,0.036123054808590405,0.3569035155519647,0.06487242618343093
Overlap,0.8,0.036123054808590405,0.3569035155519647,0.06487242618343093
Overlap,0.7,0.036123054808590405,0.3569035155519647,0.06487242618343093
Overlap,0.6,0.036123054808590405,0.3569035155519647,0.06487242618343093
Overlap,0.5,0.036123054808590405,0.3569035155519647,0.06487242618343093
Overlap,0.4,0.036123054808590405,0.3569035155519647,0.06487242618343093
Overlap,0.3,0.036123054808590405,0.3569035155519647,0.06487242618343093
Overlap,0.2,0.036123054808590405,0.3569035155519647,0.06487242618343093
Overlap,0.1,0.036123054808590405,0.3569035155519647,0.06487242618343093
RogersTanimoto,1.0,0.27087556846070243,0.2836035909843328,0.26045053440547244
RogersTanimoto,0.9,0.27087556846070243,0.2836035909843328,0.26045053440547244
RogersTanimoto,0.8,0.27087556846070243,0.2836035909843328,0.26045053440547244
RogersTanimoto,0.7,0.17563510583804254,0.3117964436367822,0.21623069606576054
RogersTanimoto,0.6,0.17563510583804254,0.3117964436367822,0.21623069606576054
RogersTanimoto,0.5,0.05245709288204425,0.33050676339523016,0.08925433346898992
RogersTanimoto,0.4,0.05245709288204425,0.33050676339523016,0.08925433346898992
RogersTanimoto,0.3,0.04365615026936165,0.33050676339523016,0.07592540775216221
RogersTanimoto,0.2,0.040394247935913105,0.3401113780905707,0.07124548834008644
RogersTanimoto,0.1,0.040394247935913105,0.3401113780905707,0.07124548834008644
Rogot1,1.0,0.27087556846070243,0.2836035909843328,0.26045053440547244
Rogot1,0.9,0.27087556846070243,0.2836035909843328,0.26045053440547244
Rogot1,0.8,0.27087556846070243,0.2836035909843328,0.26045053440547244
Rogot1,0.7,0.17563510583804254,0.3117964436367822,0.21623069606576054
Rogot1,0.6,0.12993243922941952,0.31726092451109916,0.1761229944026259
Rogot1,0.5,0.12993243922941952,0.31726092451109916,0.1761229944026259
Rogot1,0.4,0.05042217960755257,0.33050676339523016,0.08622799774317119
Rogot1,0.3,0.0418905757502045,0.33050676339523016,0.07324601407110234
Rogot1,0.2,0.040394247935913105,0.3401113780905707,0.07124548834008644
Rogot1,0.1,0.027725490973921473,0.36575307307408855,0.051088628804055757
Rogot2,1.0,0.27087556846070243,0.2836035909843328,0.26045053440547244
Rogot2,0.9,0.27087556846070243,0.2836035909843328,0.26045053440547244
Rogot2,0.8,0.17563510583804254,0.3117964436367822,0.21623069606576054
Rogot2,0.7,0.12993243922941952,0.31726092451109916,0.1761229944026259
Rogot2,0.6,0.09359764031274476,0.31726092451109916,0.14020544764492662
Rogot2,0.5,0.09359764031274476,0.31726092451109916,0.14020544764492662
Rogot2,0.4,0.04787168563485539,0.33050676339523016,0.08246198386258578
Rogot2,0.3,0.0418905757502045,0.33050676339523016,0.07324601407110234
Rogot2,0.2,0.040394247935913105,0.3401113780905707,0.07124548834008644
Rogot2,0.1,0.0398450371205178,0.3401113780905707,0.07043173189801623
RussellRao,1.0,0.036123054808590405,0.3569035155519647,0.06487242618343093
RussellRao,0.9,0.036123054808590405,0.3569035155519647,0.06487242618343093
RussellRao,0.8,0.036123054808590405,0.3569035155519647,0.06487242618343093
RussellRao,0.7,0.036123054808590405,0.3569035155519647,0.06487242618343093
RussellRao,0.6,0.036123054808590405,0.3569035155519647,0.06487242618343093
RussellRao,0.5,0.036123054808590405,0.3569035155519647,0.06487242618343093
RussellRao,0.4,0.036123054808590405,0.3569035155519647,0.06487242618343093
RussellRao,0.3,0.036123054808590405,0.3569035155519647,0.06487242618343093
RussellRao,0.2,0.036123054808590405,0.3569035155519647,0.06487242618343093
RussellRao,0.1,0.036123054808590405,0.3569035155519647,0.06487242618343093
Scott,1.0,0.27087556846070243,0.2836035909843328,0.26045053440547244
Scott,0.9,0.27087556846070243,0.2836035909843328,0.26045053440547244
Scott,0.8,0.27087556846070243,0.2836035909843328,0.26045053440547244
Scott,0.7,0.17563510583804254,0.3117964436367822,0.21623069606576054
Scott,0.6,0.12993243922941952,0.31726092451109916,0.1761229944026259
Scott,0.5,0.12993243922941952,0.31726092451109916,0.1761229944026259
Scott,0.4,0.05042217960755257,0.33050676339523016,0.08622799774317119
Scott,0.3,0.0418905757502045,0.33050676339523016,0.07324601407110234
Scott,0.2,0.040394247935913105,0.3401113780905707,0.07124548834008644
Scott,0.1,0.027725490973921473,0.36575307307408855,0.051088628804055757
SimpleMatching,1.0,0.27087556846070243,0.2836035909843328,0.26045053440547244
SimpleMatching,0.9,0.27087556846070243,0.2836035909843328,0.26045053440547244
SimpleMatching,0.8,0.17563510583804254,0.3117964436367822,0.21623069606576054
SimpleMatching,0.7,0.17563510583804254,0.3117964436367822,0.21623069606576054
SimpleMatching,0.6,0.05245709288204425,0.33050676339523016,0.08925433346898992
SimpleMatching,0.5,0.04365615026936165,0.33050676339523016,0.07592540775216221
SimpleMatching,0.4,0.04365615026936165,0.33050676339523016,0.07592540775216221
SimpleMatching,0.3,0.040394247935913105,0.3401113780905707,0.07124548834008644
SimpleMatching,0.2,0.040394247935913105,0.3401113780905707,0.07124548834008644
SimpleMatching,0.1,0.027725490973921473,0.36575307307408855,0.051088628804055757
Sokal,1.0,0.27087556846070243,0.2836035909843328,0.26045053440547244
Sokal,0.9,0.17563510583804254,0.3117964436367822,0.21623069606576054
Sokal,0.8,0.05245709288204425,0.33050676339523016,0.08925433346898992
Sokal,0.7,0.05245709288204425,0.33050676339523016,0.08925433346898992
Sokal,0.6,0.04365615026936165,0.33050676339523016,0.07592540775216221
Sokal,0.5,0.040394247935913105,0.3401113780905707,0.07124548834008644
Sokal,0.4,0.040394247935913105,0.3401113780905707,0.07124548834008644
Sokal,0.3,0.040394247935913105,0.3401113780905707,0.07124548834008644
Sokal,0.2,0.027725490973921473,0.36575307307408855,0.051088628804055757
Sokal,0.1,0.027725490973921473,0.36575307307408855,0.051088628804055757
SorensenDice,1.0,0.27087556846070243,0.2836035909843328,0.26045053440547244
SorensenDice,0.9,0.27087556846070243,0.2836035909843328,0.26045053440547244
SorensenDice,0.8,0.27087556846070243,0.2836035909843328,0.26045053440547244
SorensenDice,0.7,0.27087556846070243,0.2836035909843328,0.26045053440547244
SorensenDice,0.6,0.17563510583804254,0.3117964436367822,0.21623069606576054
SorensenDice,0.5,0.12993243922941952,0.31726092451109916,0.1761229944026259
SorensenDice,0.4,0.10865074742641778,0.31726092451109916,0.1562942034513014
SorensenDice,0.3,0.09359764031274476,0.31726092451109916,0.14020544764492662
SorensenDice,0.2,0.036123054808590405,0.3569035155519647,0.06487242618343093
SorensenDice,0.1,0.036123054808590405,0.3569035155519647,0.06487242618343093
tarantula,1.0,0.27087556846070243,0.2836035909843328,0.26045053440547244
tarantula,0.9,0.27087556846070243,0.2836035909843328,0.26045053440547244
tarantula,0.8,0.17563510583804254,0.3117964436367822,0.21623069606576054
tarantula,0.7,0.12993243922941952,0.31726092451109916,0.1761229944026259
tarantula,0.6,0.10865074742641778,0.31726092451109916,0.1562942034513014
tarantula,0.5,0.036123054808590405,0.3569035155519647,0.06487242618343093
tarantula,0.4,0.036123054808590405,0.3569035155519647,0.06487242618343093
tarantula,0.3,0.036123054808590405,0.3569035155519647,0.06487242618343093
tarantula,0.2,0.036123054808590405,0.3569035155519647,0.06487242618343093
tarantula,0.1,0.036123054808590405,0.3569035155519647,0.06487242618343093
Wong1,1.0,0.036123054808590405,0.3569035155519647,0.06487242618343093
Wong1,0.9,0.036123054808590405,0.3569035155519647,0.06487242618343093
Wong1,0.8,0.036123054808590405,0.3569035155519647,0.06487242618343093
Wong1,0.7,0.036123054808590405,0.3569035155519647,0.06487242618343093
Wong1,0.6,0.036123054808590405,0.3569035155519647,0.06487242618343093
Wong1,0.5,0.036123054808590405,0.3569035155519647,0.06487242618343093
Wong1,0.4,0.036123054808590405,0.3569035155519647,0.06487242618343093
Wong1,0.3,0.036123054808590405,0.3569035155519647,0.06487242618343093
Wong1,0.2,0.036123054808590405,0.3569035155519647,0.06487242618343093
Wong1,0.1,0.036123054808590405,0.3569035155519647,0.06487242618343093
Wong2,1.0,0.27087556846070243,0.2836035909843328,0.26045053440547244
Wong2,0.9,0.27087556846070243,0.2836035909843328,0.26045053440547244
Wong2,0.8,0.17563510583804254,0.3117964436367822,0.21623069606576054
Wong2,0.7,0.17563510583804254,0.3117964436367822,0.21623069606576054
Wong2,0.6,0.05245709288204425,0.33050676339523016,0.08925433346898992
Wong2,0.5,0.04365615026936165,0.33050676339523016,0.07592540775216221
Wong2,0.4,0.04365615026936165,0.33050676339523016,0.07592540775216221
Wong2,0.3,0.040394247935913105,0.3401113780905707,0.07124548834008644
Wong2,0.2,0.040394247935913105,0.3401113780905707,0.07124548834008644
Wong2,0.1,0.027725490973921473,0.36575307307408855,0.051088628804055757
Wong3,1.0,0.008328533439584987,0.0679867719492055,0.014673840131665004
Wong3,0.9,0.008118160759724206,0.07114500686312523,0.014435627164236393
Wong3,0.8,0.007500212175595899,0.0751132608313792,0.013463639311983397
Wong3,0.7,0.007500212175595899,0.0751132608313792,0.013463639311983397
Wong3,0.6,0.007500212175595899,0.0751132608313792,0.013463639311983397
Wong3,0.5,0.007500212175595899,0.0751132608313792,0.013463639311983397
Wong3,0.4,0.011152900549201261,0.12180805083573143,0.020279770853994565
Wong3,0.3,0.011152900549201261,0.12180805083573143,0.020279770853994565
Wong3,0.2,0.011152900549201261,0.12180805083573143,0.020279770853994565
Wong3,0.1,0.011152900549201261,0.12180805083573143,0.020279770853994565
Zoltar,1.0,0.27087556846070243,0.2836035909843328,0.26045053440547244
Zoltar,0.9,0.27087556846070243,0.2836035909843328,0.26045053440547244
Zoltar,0.8,0.27087556846070243,0.2836035909843328,0.26045053440547244
Zoltar,0.7,0.27087556846070243,0.2836035909843328,0.26045053440547244
Zoltar,0.6,0.27087556846070243,0.2836035909843328,0.26045053440547244
Zoltar,0.5,0.17563510583804254,0.3117964436367822,0.21623069606576054
Zoltar,0.4,0.17563510583804254,0.3117964436367822,0.21623069606576054
Zoltar,0.3,0.12993243922941952,0.31726092451109916,0.1761229944026259
Zoltar,0.2,0.09359764031274476,0.31726092451109916,0.14020544764492662
Zoltar,0.1,0.036123054808590405,0.3569035155519647,0.06487242618343093
